article_id,title,url,qid,topic,title_en,categories,n_sentences
8734484,Marcos Santos,https://it.wikipedia.org/wiki?curid=8734484,,,,,4
8734502,Swimming in the Stars,https://it.wikipedia.org/wiki?curid=8734502,,,,,2
8734508,Boteiro,https://it.wikipedia.org/wiki?curid=8734508,,,,,3
8734510,Jakub Fiala,https://it.wikipedia.org/wiki?curid=8734510,,,,,4
8734514,Astro Bot Rescue Mission,https://it.wikipedia.org/wiki?curid=8734514,,,,,26
8734518,Valletta Football Club 2019-2020,https://it.wikipedia.org/wiki?curid=8734518,,,,,2
8734529,Lucas González (calciatore),https://it.wikipedia.org/wiki?curid=8734529,,,,,3
8734542,Karius og Baktus,https://it.wikipedia.org/wiki?curid=8734542,,,,,10
8734549,Luis Demiquel,https://it.wikipedia.org/wiki?curid=8734549,,,,,4
8734558,Every Turn of the World,https://it.wikipedia.org/wiki?curid=8734558,,,,,4
8734567,Battaglia di Malacca (1641),https://it.wikipedia.org/wiki?curid=8734567,,,,,7
8734569,Battaglia di Tabocas,https://it.wikipedia.org/wiki?curid=8734569,,,,,4
8734571,Battaglia di Kombi,https://it.wikipedia.org/wiki?curid=8734571,,,,,12
8734579,Prima battaglia di Guararapes,https://it.wikipedia.org/wiki?curid=8734579,,,,,22
8734586,Roxen (lago),https://it.wikipedia.org/wiki?curid=8734586,,,,,5
8734587,Ilaria Battistoni,https://it.wikipedia.org/wiki?curid=8734587,,,,,7
8734608,"Anna, Ciro e... compagnia",https://it.wikipedia.org/wiki?curid=8734608,,,,,6
8734619,The Best of David Bowie 1980/1987,https://it.wikipedia.org/wiki?curid=8734619,,,,,1
8734621,Lista di college e università a Guam,https://it.wikipedia.org/wiki?curid=8734621,,,,,1
8734623,Università Heriot-Watt,https://it.wikipedia.org/wiki?curid=8734623,,,,,5
8734628,Club Bowie,https://it.wikipedia.org/wiki?curid=8734628,,,,,1
8734633,Lista di college e università nelle Isole Vergini Americane,https://it.wikipedia.org/wiki?curid=8734633,,,,,1
8734636,Giovanni Ernesto di Sassonia-Coburgo,https://it.wikipedia.org/wiki?curid=8734636,,,,,5
8734644,The Best of David Bowie 1974/1979,https://it.wikipedia.org/wiki?curid=8734644,,,,,1
8734646,The Best of David Bowie 1969/1974,https://it.wikipedia.org/wiki?curid=8734646,,,,,2
8734649,The Prom (musical),https://it.wikipedia.org/wiki?curid=8734649,,,,,54
8734650,The Deram Anthology 1966-1968,https://it.wikipedia.org/wiki?curid=8734650,,,,,2
8734655,Chiesa di San Nicola di Bari e San Lorenzo,https://it.wikipedia.org/wiki?curid=8734655,,,,,30
8734656,Early On (1964-1966),https://it.wikipedia.org/wiki?curid=8734656,,,,,1
8734661,Fame and Fashion,https://it.wikipedia.org/wiki?curid=8734661,,,,,1
8734667,Battaglia di Raban,https://it.wikipedia.org/wiki?curid=8734667,,,,,6
8734670,Silio (città),https://it.wikipedia.org/wiki?curid=8734670,,,,,2
8734671,Tappeto Hereke,https://it.wikipedia.org/wiki?curid=8734671,,,,,13
8734672,Aeroporto Internazionale Johan Adolf Pengel,https://it.wikipedia.org/wiki?curid=8734672,,,,,2
8734674,True Grit (Bret Michaels),https://it.wikipedia.org/wiki?curid=8734674,,,,,1
8734677,Rudina Hajdari,https://it.wikipedia.org/wiki?curid=8734677,,,,,15
8734678,Giro di Campania 1975,https://it.wikipedia.org/wiki?curid=8734678,,,,,3
8734681,Challenger Eckental 2020 - Doppio,https://it.wikipedia.org/wiki?curid=8734681,,,,,2
8734685,Parasite Eve (singolo),https://it.wikipedia.org/wiki?curid=8734685,,,,,3
8734687,Storia del Regno di Napoli,https://it.wikipedia.org/wiki?curid=8734687,,,,,25
8734692,Obey (Bring Me the Horizon e Yungblud),https://it.wikipedia.org/wiki?curid=8734692,,,,,3
8734700,Menzies Campbell,https://it.wikipedia.org/wiki?curid=8734700,,,,,8
